,Username,Review,User Rating,Color
141,Linda Reilly,Excellent sound!,5.0 out of 5 stars,Color: Blue
142,Keith B. DeLuca,Hi definition audio.Blow my Koss BT540i headphones away,5.0 out of 5 stars,Color: Blue
143,Knight,"I have owned Q20 and Q35; I use them mainly for business work and phone calls. No audiophile here.Cons of Q35:- No sound or audio over USB-C! Don't expect calls or listening to music over USB. USB seems to be only for charging.- Aux cable with mic is USELESS for many newer phones like Pixels or iPhone that do not have aux input.- Q20 had flawless Bluetooth connectivity. Q35 connects well with one device. My Q35 is having problems connecting to two devices. I frequently have to disconnect Q35 from one device to connect to another device.- No way to increase the volume (the mic sensitivity) for a phone call. The Q35 app or hardware buttons do not support this feature.Pros:-  The Q35 is worth the price for the call quality. The phone calls are objectively and subjectively better than Q20; I've verified this matter using Audacity; see waveforms. The sound quality here mentioned is mainly about the listener/recipient of your phone calls. As a baseline, the sound from the direct phone is louder with extra harsh environmental noise. Both Q35 and Q20 acceptably remove environmental noise in my office. Both Q34 and Q20 are not as loud as the phone's mic. However, Q35 sound is subjectively and objectively clearer than Q20. I have made 1000s of calls with Q20 and people often complained that they could not hear me as well. With Q20, people often asked me to speak louder. I've not received any complaints of call issues in over 200 calls with Q35 and call recipients of all ages. Nobody has asked me to speak louder with Q35.",4.0 out of 5 stars,Color: Blue
144,macinyourface,This is a great pair of headphones for the price your pay (I got it for $100).  The sound has a more lower end (bass) bias but you can change that with the Soundcore app equalizer to get more of the mids and highs.  Comfort is great and I had no discomfort wearing it for 2-3 hours.  The noise cancellation is decent and does a decent job but others like the Sony 1000xm4 is much better (of course you going to pay double for the Sony).,4.0 out of 5 stars,Color: Blue
145,Myron,"I replaced my Artis 7 for these because they are lighter weight and had to become my everyday wear.Pro:-Dont need to be charged for days, one charge lasted me 3 days.-usb type cCon:-CANNOT BE USED WHILE CHARGING - which is a huge negative to me, but isnt a big of a con as I thought. The headset itself charges faster than my phone, 30% in 15 minutes if I remember correctly.-Can't connect to bluetooth while the device is on because: you hold the power button down for 3 seconds to enter bluetooth pairing mode..... but thats ONLY after you power on the deviceSo i have a cycle of listening to this headset on my phone, then going to my computer - turning the headset off(which takes 3 seconds) then turning it on and holding the power button for 3 seconds.Confusing and very annoying.-DOES NOT ""SEEMLESSLY"" CHANGE FROM ONE DEVICE TO ANOTHER. The bluetooth setting on your device will glitch out, which causes you to abandon the feature itself. It is easier and quicker to pair each time.Critique-Does not go as loud as i want. but neither does any headset out right now, that needs to change.-buttons are hard to tell apart-bluetooth pairing needs to be easier and even faster",4.0 out of 5 stars,Color: Black
146,chance orion mclaren,"Everything is good once you equalize everything in the soundcore app for bluetooth and mainly use it in that mode. One of the main reasons why I got it though was for the wired mode to connect to my ps4 controller for watching movies without bothering my neighbor, audio cuts out if too quiet in any scene and have to turn it up to 75% volume on the console to mitigate this.",3.0 out of 5 stars,Color: Black
147,Indraneel Phadke,"Writing this review 14 months after I purchased it. For the first year it's been great! Very good sound quality, decent noise cancellation (I fly every week), and good quality of Teams calls. However, last couple of months I have started having the following problems:1. Random disconnects in the middle of a call2. Hisses and pops3. Device suddenly becoming invisible - though not sure if this last item is the device or Windows 10. Normally I'd have assumed Windows, but the #1 and #2 makes me not give Soundcore the benefit of doubt.All this is just after the warranty. Now I am in two minds as to whether buy the new version or just throw the towel in and buy the Sony XM5...",3.0 out of 5 stars,Color: Blue
148,Vicky,"The sound on these is awesome! I was thinking about buying the Bose NC700's, but since these sound so good, I may decide not to. The first pair I received had some issues but Amazon is sending me a new pair. We will see if they do better. The noise cancelling isn't that great on these, but I bought them for great sound.",4.0 out of 5 stars,Color: Black
149,Omerta,These are amazing headphones w all the bells and whistles especially for the price. Great battery life and good sound. ?,5.0 out of 5 stars,Color: Blue
150,Jared Martinsen,"The headphones fit well and are very comfortable and not too heavy.  Can use for long periods of time without squishing my ears.  I have a larger head.Sound is great, might be a bit high on the bass but can adjust that in the equalizer.  I like lots of bass.  Very high quality for this price point.The bluetooth multicast seems to be messed up.  Maybe it is in general.  I had an Audio Techca before this that had issues so I sent it back.With the Q35 listed, I have had issues with:1. The volume buttons on the headphones was the only way you could adjust the level until I rebooted my phone.  SamSung A52 newer phone.2. The my phone won't pair with the headphones sometimes. I had to power cycle the headphones and then they paired.The button design is horrible.  Controls are poor.The NCF button is HUGE and the power button is small.  Have to hold 3/5 seconds power button to do most things.  Why not add a Off button.  I couldn't figure out how to skip a song, only to pause music.I am not sure I will keep or not, the sound is so good and these other issues are likely that bluetooth is just really bad, especially multicast.Want I want is rather simple it to cycle through 4 different devices.  2 computers and 2 phones.  I only really need one device active at once, but I have to turn off blue tooth on all the devices that I don't want to connect to the headphone except the one I currently want to use.  Otherwise if a different one connects first, I get locked out.Ok, current bluetooth issue is that I am on my A52 Samsung phone and also connected via Windows 10.  Sometimes it works to switch between me playing music on my phone and being on teams in windows 10.  Other times, it says I am connected on Windows 10 but I can hear anything.The same is true just being connected on  A52 samsung phone.  I have the soundcore app installed on my phone.I really don't want to send them back as the sound is so good but it's heading that way now.  I am usually fiddling a few minutes to fix it everyday or talking to myself.",3.0 out of 5 stars,Color: Blue
151,Shutterbugg,"I want to preface my review with the fact I am not an audiophile but I do appreciate good sound quality and other benefits of using headphones with your phone, like hands free phone calls. I use my headphones for three things - music, YouTube and phone calls. Sometimes texting isn't an option.On the music and YouTube front they are a solid 3.5 to 4 stars. They sound very nice, almost as good as my Bose headphones. The noise canceling is there but not as strong as my Bose, which is fine since these aren't $300 either. I usually control my volume on my phone but that feature is not available with these headphones, I have to adjust the headphones themselves. This isn't a huge deal it's just noticeable. They seem to run a tad bigger fit wise as well, which again isn't a deal breaker and could actually be a good thing for you, just depends on the size of your head. I get lots of slipping when I am moving around a lot.On the phone call quality and ease of use is where these really stink. I'd say 2 stars total if I had to rely on these for all my phone calls. I've updated the Bluetooth, the app that controls the headphones and I am constantly dealing with dropped calls from these. I can be doing any activity and listening to music, get a call I actually have to answer and these drop the call each and every time! It's fine if I wanna screw with telemarketers but trying to actually have a conversation these are not trust worthy. It's quite frustrating for me at least.They are solid if you want headphones for music or traveling. If you want these for phone calls be aware this happens - the Bluetooth fails. My Bose do not drop calls like these do. I have had these since Christmas 2021, it's the end of July 2022. I'd say I've given them a fair try but I do regret my purchase as they don't perform well in my life.",3.0 out of 5 stars,Color: Blue
152,Efrén Dugarte,Muy cómodos. Excelente cancelación de ruido y el modo transparencia,5.0 out of 5 stars,Color: Black
153,Juan,"For the price there is no way you can go wrong! For starters if you were looking at any beats headphones don’t even think about it and go for these. The sound quality is what makes this pair of headphones shine, though to get this they had to cut corners with the buttons and build quality. Even if they cut corners here it still feels better quality than the whole beats lineup and most headphones and could be compared with Sony’s xm4’s. The ANC is lacking though, it’s not as good as flagship headphones but it still works quite well and can block out around 80% of what the Sony’s can but for the price you can’t beat it. Comfort is also very good since they are not heavy at all  and don’t clamp hard over your head and I say that I can wear these all day without getting tired of them. Overall these headphones are very, VERY good for the price and for being an anker product it’s not surprising since they consistently take out quality products at a good price.",5.0 out of 5 stars,Color: Black
154,Jess,"I'm someone who has sensory issues related to sounds that I can't control (eg. outdoor landscaping mowing noises) and I bought these headphones to try and alleviate that. However, even within my 3rd floor apartment and with these on ""Active Noise Cancellation"" I can still hear lawn mowers/etc. It's not what I expected.Also, if you have long hair, be prepared to try and keep your hair up/away from these headphones because OMG they pull hair out like nothing else!!",4.0 out of 5 stars,Color: Blue
155,Max Sadik,I am beyond impressed with how good these are for the price. Really exceeded by a lot what I expected to get for this price. Now I regret previously spending twice as much on Beats.,5.0 out of 5 stars,Color: Blue
156,Gretchen Jackson,"I bought this for the high quality mic. It has two mics and sophisticated AI for managing the microphones. After I bought them and tried them I was impressed for a while because it doesn't pick up like ANYTHING else but your voice, even if there are people right next to you, which is great!But.1. It has this annoying habit of randomly turning itself off, usually in the middle of a phone call with someone which is especially annoying because I'm usually driving. The whole point is I'm trying to be hands-free...now I have to figure out what's happening (which is not obvious because it doesn't even play the powering-down-sound when this happens), then turn them back on, then go to my phone and have it select the headphones again.2. It frequently will randomly play a sound, the quick two-beeps sound, that for any other headphones in the world, that sound means you're getting a call...but for these it means absolutely nothing (that I can tell).3. It will have great audio quality most of the time, but then randomly, usually once every three conversations or so, it will start producing REALLY LOUD feedback that always makes the other person be like ""uh dude something is terribly wrong what is that loud sound."" The solution is you have to toggle from having your phone use the headphones to normal and then back to the headphones. Sometimes that doesn't work and you have to turn the headphones on and off again. All while trying to drive hands-free and be safe...this just doesn't work. I can't be doing this all the time.It's a shame because this has other great features. It comes with an app where you can mix your own whitenoise/ambience mix. And the ANC is better than any other headphones I've owned (although I haven't ever spent more than $120 on a pair; I'm sure there could be better ANC out there).",3.0 out of 5 stars,Color: Blue
157,Michael Mercier,"These headphones have a warm, detailed sound that makes any music more enjoyable. But you you couldn't say the sound is natural. I think they were engineered to have a particular, pleasing soundscape.One of the You Tube reviewers dwelt on the heavy bass of these phones. Indeed they are too bassy as delivered. However, you can fix this in the graphic equalizer of the phone app. And you should. Trimming back the bass gives them a more natural sound.I think the heavy bass was a conscious choice -- a persistent bass tone is one of the cornerstones of noise cancelling.  Regardless, the ANC is good enough, especially for a third of the price of the big-name brands.The detailed soundscape adds atmosphere to  movies. The positional audio is good too.They fit me well and are not too big or heavy. Love 'em!",4.0 out of 5 stars,Color: Blue
158,Ander,"Bought this headphones for my girlfriend on pink color, upon arrival and unboxing the color was nice just as expected even me as a guy wont have no issue wearing the pink color. I  not an expert but for a set on headphone on this price point is an excellent investment. Yes, of course you will get a superb noise cancellation and sound out of a Sony or Bose but for most regular consumers this is a solid product. Thanks Anker !",5.0 out of 5 stars,Color: Pink
159,Dmitry,"I bought these because I didn't want to spend the money on the premier brands, like Sony or Bose.  I am not a professional musician and my ear isn't as discerning.  $300 for a pair of headphones didn't seem like a good spend to me.  I ended up with these Soundcore Q35 headphones which suit my needs very well.Noise cancellation:  Overall it works pretty well.  Is it perfect?  No.  I can still hear mechanical keyboards and faint voices of people's conversations bleed through.  If I turn my music up a bit, the NC works just fine for my needs.Sound:  The default sound profile is pretty bad, as others have pointed out.  Luckily, the Soundcore app includes an EQ.  I ended up with the Electronic preset for most of my day to day listening.  I think it sounds pretty good.  One of these days, I'll make a custom profile to see if I can tune down some of the favoritism for bass that these headphones seem to have.  The headphones are equipped with the LDAC codec.  I've made sure to configure my Pixel phone to use LDAC, but like I said, my ear isn't discerning enough to spot the difference.Battery life:  This is fantastic.  Between my Zoom meetings and listening to music, I can definitely get a few days without having to worry about charging them.Calls quality:  Haven't had any complaints here.Multiple device connectivity:  This works great. I can seamlessly switch between two devices.Wear detection:  This is pretty bad.  If I lean my head down to look at my phone, music gets paused.  There needs to be a way to tune this feature.  I'll probably end up turning it off.Comfort:  They are very comfortable.  I can walk around in them all day.Build quality:  They are plastic of course, but appear to be well made. They come with a hard case, which is a bit on the larger side.Overall:  I think that if you can get these headphones for around $100 on sale, they are a solid buy.  The only missing feature for me is the lack of AptX codecs to decrease the latency a bit on PC.  Having said this, the latency isn't too bad.",4.0 out of 5 stars,Color: Blue
160,Darren colby,Way better and louder the the jbl’s,5.0 out of 5 stars,Color: Blue
161,Malvin Gandhi,"These headphones looks great, feels great on hands, sounds great, but  causes my ears to ache within 20 minutes of use. I wear glasses so that may be the reason. I am coming from Sony WH-1000XM3 and Sony sounds great, comfort level is Good, anc is awesome and the price reflects the product but Soundcore Q35 that is not the case.1. I am having issues connecting to Samsung phone, but had no issue connecting to Google Pixel 6 Pro. After spending 30 minutes trying to connect Samsung device via BT and NFC, I gave up and decided to connect with my personal phone which is Pixel and the headphones connect to the Pixel phone instantaneously. If you do decide to make a purchase of this headset, please make sure your phone/tablet isn't made my Samsung. What I am really impressed by is the app, and the sound Profile (more on that later) the app is spectacular, which is something you would expect from the likes of Google, Sony or Bose.Sound Profile: this headphone deafult profile is good and it focuses on vocal cords (treble) and the bass is low. I recommend setting custom profile. I set mine (V profile) and I was amazed by the driver's performance. They are just as good as Sony.AVOID purchasing this particular headset, if you wear glasses. I will be updating my review as I spend some more time with the unit...these are not  worth $129, this would be a great deal if these headset is worth $90-99 then I would 100% recommend this device.Good luck folks...Anker Soundcore is doing great things, it is just not there yet with comfort level and connection issues with Samsung can ruin the purchase.Suggestions: add onboard storage (on headphones), so when I go to the gym or out for a run, I can carry music without having to carry phone on me. I would be happy to spend another $15-25 for 32 or 64 GB storage.",3.0 out of 5 stars,Color: Blue
162,Wander junior,These headphones since almost 2 months of use are the best! I love it! ??,5.0 out of 5 stars,Color: Blue
163,Dennis Mattinson,"I bought these to replace a perfectly functional pair of Sony MDR-10RNC wired headphones that have been my trusty travel companion for many years.  While the Sony headphones weren't the best dynamically, they were great for noise cancellation on commercial air travel.  However, I bought a new iPad that no longer comes with a 3.5mm jack so I figured it was time to go wireless.After reading the reviews on these, I figured I would give them a go.  I took them on a business trip that had me on 4 flights and also took them on a cruise vacation to watch some downloaded content when I was awake but didn't want to disturb my wife.While the noise cancellation is good, and the transparency mode is nice to have, the challenge with these is the auto-pause functionality.  To say it was an annoyance is an understatement.  Hit some turbulence?  PAUSE.  Look up from the screen for any reason?  PAUSE.  Flying in late spring through the Appalachians has some turbulence to be expected...these things would cause the video to pause every 2-3 seconds.  I was thinking, there has to be a setting to turn off this functionality in the app...NOPE.Another thing is the touch sensitivity on the side of the headphones to switch modes, if your shoulder or arm comes in contact with the right side of the headset, the modes will switch.Sound quality - its OK.  Not bad, not great.  Lacking bass but clarity is good.  Volume levels are fine to allow you to hear clearly on a commercial jet.But, they went back after my two weeks with them.  The challenges I experienced were too much to live with.  I instead opted for the Sony WH-1000XM4 which were on sale when I set-up the return for these.  Yes, the Sony earphones are more than double...but the quality and functionality is better and more in line with my use needs.",3.0 out of 5 stars,Color: Blue
164,Dave,"I have a few SOundcore headphones and they are all very good quality. I bought the Q35 because I have hearing aids and the Q35 work well with them. I also wanted something that could be hardwired via a jack. Voice quality of the microphones is good. Sound quality of the headphones are good too. I typically set up dynamic sound with my phone and my tablet (Both Samsung), so the EQ is set for me.",5.0 out of 5 stars,Color: Black
165,angelo,"My 3-year-old headphone (taotronic) is now broken so I was looking for a replacement. At first, I chose the Q 20 but reviews on the Q 35 convinced me to take them instead. I just received them and decided to test its features. Right off the bat, I noticed that my 3-year-old much Taottronic, which I bought for around 70$ when it was on amazon, had better sound quality and better noise cancellation. The Taotronic headphone also did not reserve certain features for phones or computers. I was disappointed to see that this headphone is mainly for android phones. The app only works on my phone.With that said, I could overlook this restriction if its features worked properly. At first, the wear detection worked wonders whenever I took the headphone out of my ears while it is connected to my android. But then, after paring it to my computer and reverting back to my phone, I noticed that feature stopped working for no apparent reason despite it being turned on on the app. Furthermore, the play and the pause button is very buggy.  The device manual says that you only need to press it once in order for it to play a video or song. However, on both my computer and phone, I found out that I needed to press it multiple times for it to even play anything. Pressing it again would never result in it stopping/pausing anything.In terms of connectivity, I find these headphones also subpar. Connection to your device would start dropping less than 6 m away from it.  Lastly, the memory foam on the earcups is terrible. My ears started to turn hot within less than 30 minutes of use.Keep in mind I had these headphones for 3 hours only. Yet, I find myself having to not recommend these headphones to anyone unless if the ones I received were defective and the company is willing to send me another pair to try out. Until then, this is a hard pass.Update (4/10/2022)I have returned the headphone used for this review and got my refund. However, customer service reached out and graciously sent me another one free of charge. For this alone, I am bumping my score from a 2 to a 3 our 5 star. Great job! The new headphone seems to perform better too but several issues remain the same such as the fact that there is no app for a computer, connectivity issue, and so on.",3.0 out of 5 stars,Color: Blue
166,Don Van Atta,"The basic sound quality seems very good, and the headset is  comfortable to wear for extended periods. BUT inadequate documentation means I can't make it work for most of the promised purposes.---------------I'm an academic researcher and consultant.  I spent several years working in theaters doing lights and sound. I've done a fair amount of programming and written a lot of educational materials and manuals. I'm not young any more, but my hearing still tests out as very good.I bought these headphones because I find earbuds hard to keep on and uncomfortable and wires to my ears are annoying.  Normally I travel a good deal, so the noise-cancelling feature was very attractive.  I intended to use the headset when on platforms such as zoom.  I've used Anker-brand cables and powerblocks a lot and they've alway been high-quality, so the brand name also attacted me to the product.I haven't used the noise-cancellation feature on a plane yet, so I can't rate it.Fidelity of voice recordings and over-internet sound seems excellent. I do not use the headphones to listen to very high-quality musical recordings.I cannot use the headphones for zoom or phone calls because I can't figure out how to make them work consistently for those purposes.The headphones' functions are all controlled by buttons on the two earpieces.The app doesn't duplicate the on-headset controls. In fact, it seems to do nothing  beyond telling you whether or not the headset is paired and trying to sell you other products.  If the headset is not paired, the app just sends me to the Apple settings app.I cannot read the tiny icons on the earpieces, even after taking pictures of them and magnifying, nor can I  read the poorly-duplicated paper/web documentation, which mostly consists of a bad picture with arrows pointing somewhere sort-of-near the buttons and icons on the earpieces. I can't match the badly-drawn icons and buttons shown in the documentation with those on the headset.I found from trial-and-error that I understood the pairing sequence exactly backwards because of what I thought the docoumentation showed.Since I can't figure out how to make the phone features work consistently, I don't  use the headset for phone calls. Nor would I trust them in a videoconference.I shouldn't have to resort to trial-and-error to get minimal function from these earphones.Better documentation, or even taking the time to do a web page that does more than just duplicate the crappy printed pages would be a BIG help.",3.0 out of 5 stars,Color: Black
167,Garfcadet,"I bought these Q35s for my wife as an experiment after buying THREE pair of Sony XM4s (for me, my mom and my daughter).  So I spent nearly $900 on the Sony's!!!  I wanted to see if these Q35s were at all comparable to the XM4s since they cost less than half of what the Sony's cost.  Much to my surprise (and perhaps dismay) the Q35s kept pace with the Sony's in just about every way except maybe noise cancelling.  And this is not to suggest that the ANC on the Q35s is not good...it IS good...certainly good enough for what most people are looking for.  The Sony's really have just about the best ANC tech on the market in the <$500 range.  That said, you won't miss the difference at all unless you happen to be an XM4 user also.  From a sound quality standpoint, the Q35s are definitely more BASS biased than the Sony's...but it's a fantastically CLEAN bass not a muddy annoying bass like so many other headphones on the market.  In fact, if your preferred music genres include Pop, EDM, hip-hop...anything with prominent bass and/or sub-bass...the Q35s will blow your mind.  The Sony XM4 offers a more 'balanced' frequency reproduction across the board and ARE extremely good.  But I think for MOST people, the Q35s are the obvious choice.  You're not only likely to prefer the default sound profile of the Q35s (and the phone app is also excellent, giving you all the EQ custom settings and presets you'd ever want), but you'll save $150 without sacrificing anything that you'd really miss vs buying the Sony's.  5 stars and 2 thumbs up!",5.0 out of 5 stars,Color: Black
168,Andrew Mahabee,"Day 1:I would like to preface this review by saying that this is a day 1, first impressions review. I will update probably end of next week after I have used them more thoroughly and let my thoughts fully sink in.So a little about me and my use case. I have used a plenthora of headphone including but not limited to: Audio-Technica M50x, Sennheiser (cheap $100 over ears), beats, and now my current daily driver for the past couple of years are the Sony WF-1000xm3 wireless ANC earbuds. I primary wear them to the gym and at work to block out noise and watch memes in disguise (so they'll still be used at work). These Q35 headphones are basically designed to be my gym headphones because the earbuds are killing my ears from overuse.So my initial reactions are that I like the sleek stealthy look of the all black version. The logo in unobtrusive and sleek and the headphones feel of quality. They don't feel cheap and actually feel comparable to some $300 headphones.Pros:-- comfortable ear cups-- comfortable headband-- I like the controls-- NFC is nice to have-- LDAC actual produces clear audio and sound quality-- ANC is good but not superb, the seal definitely effects performance-- sleek and stealthy lookCons:-- ears sweat A LOT but that's true of a lot of over ears so I can't really fault them-- I actually wish it was a big more snug on the head. I usually wear a hat to the gym and it doesn't fit snug enough to block out sound. I therefore took off the hat and noise cancelling went up for me. But even then they still are falling up when I lay down to do bench.Overall, I am very pleased and am excited to report in the next week and even future.Stay tuned friends!",5.0 out of 5 stars,Color: Black
169,Jonathan Hjelm,"I own a pair of the Q20 headphones - which I have given to my daughter for her to use. The Q20 headphones are a perfect balance of price and quality. Based on my previous experience with SoundCore, I thought I'd give these Q35s a try.Bottom Line on Top: Meh! I have used the Q35s for about two weeks now and I have to say that I will be returning them to Amazon because there are simply better options available at this price point.At this price point (about 100 bucks) the Q35 begins to compete with mid-to-higher-end alternatives which might offer a better value and audio experience.For my grades below, I set the EQ to flat and turned off the noise-canceling features.Music Playback = B. Decent midrange to high range. The sound is clear and articulate enough, but the bass is a bit muddy.Phone calls or video calls = B. Call audio is not a strength. The sound is tinny and weak.Built-in mic for calls = B. Pretty clear mic audio pick-up.Pure Noise Canceling = B. Noise isolation and reduction are fairly good and effective at canceling out mid-to-high frequency background noise. The ANC mode also provides a very pleasant white noise.Noise Canceling with music playback = C+/B-. Not good. The audio is muffled and muted as you would expect.Phone App = Very basic control but easier to use than the onboard controls built into the headphoneBattery Life = A. Charged it once and it has been going for a week.Wear detection function = It works but it is a bit glitchy. Yes, if you take the headphones off the audio will stop, the problem is that if you move your head too much (i.e. get up from a chair) it will also turn off the music.Comfort and fit = B. The synthetic leather feels a bit cheap and not as comfortable as I would expect. The headband fits fine.Bottom line. Save your money and go with the Q20s or spend a few bucks more for a better set of headphones. Simply put, the Q35 is not worth the extra money and at this price point, there are too many better alternatives. I am sending this back to Amazon today.Best wishes!",3.0 out of 5 stars,Color: Black
170,Sarah Cooper,"Sound quality is decent. Noise cancelation pretty good. But if it's quiet, there is a constant electrical hum. They loosened up after a few days of wearing them. The ear pads are too soft and the adjustable head piece is not sturdy. I have a small head and leave them on the smallest adjustment, fit great the first day and a half. But I literally felt when they gave and loosened. Also, if you have gages or decent sized earrings, you have to take them out for them to fit properly. You also can't wear a hat or they don't sit flush on your head which ruins the sound quality and noise cancelation. I wouldn't spend this much money on these again. Which is a shame because the features and the app are pretty nice.",3.0 out of 5 stars,Color: Blue
171,Tiffany,"I really like these headphones! I did a ridiculous amount of research before landing on these, after spending forever deciding between these and the Q30s. I'm happy with my choice (I'm sure the Q30s would have been great too).The main reason I ended up going with these was the fact that you could use the mic while wired up, and that the mic was supposed to be better, since I was going to primarily be using these at the office and for meetings.The mic seems to work pretty well for me! From what others have said, I sound just fine. No complaints here from me.The audio is nice, although I admit I'm not an audiophile so my bar might be on the lower end. But I can hear all of my music and calls clearly, so no complaints!For my purposes (again, mostly in an office environment), the noise-cancelling works great. I can definitely tell a difference between when I have it on and off.I've connected the headphones to 2 different Bluetooth devices and it does a great job with that.And finally, they're really comfortable! I have a small head, and at the smallest setting, they aren't really squeezing my head, but fit comfortably. The ear cups are plenty large, and I can easily leave these on for hours at a time without issue.I've only been using these for a couple of weeks, so I'll have to see how they hold up. But for now, so far so good!",5.0 out of 5 stars,Color: Blue
172,RGD WA,"I replaced my hard wired gamers set that I used for work in my home office.  I took the hardwired set to work to replace those provided by them because the work provided have poor battery power to say the least.  The new Anker Life Q35 I used for two days of meetings, calls and standby.  They are still at 80% power.  The sound is good but not as good as the hardwired was for the microphone per my test call subjects.",4.0 out of 5 stars,Color: Blue
173,Jay Fulbright,"I have had a great experience with these headphones except for the fact that they randomly pause my music, and sometimes over and over again until i restart them.",4.0 out of 5 stars,Color: Black
174,MAH,Good headphones overall but connecting to Bluetooth is hit or miss.  It will connect just fine but when I go to watch a video it goes in & out of connection by pausing the video constantly.  Minor annoyance but it is frustrating when it continues to happen.,4.0 out of 5 stars,Color: Blue
175,Old Frog,"I was an early adopter of these phones receiving them on 28 APR. I have older BOSE noise cancelling headphones and IEMs; very pleased with them. I was looking forward to seeing if there had been advances in performance along with a lower price. I am pleased with the noise cancelling quality. However I soon experienced the ""LDAC noise"" issues with pops, pauses and some scratchiness. It was fine on APTx etc. But I experienced the issues on: Galaxy Note 20 Ultra, Fiio M15, Fiio M11 and M11 Pro. I contacted Soundcore/Anker on 2 MAY which began a four day dialogue. They expressed their sorrow for the sound issues and promised help, and also refund if solution was not available.. First suggested was a 'forget', 're-set' of the phones and app. Did not help. They then asked for the serial number of the Soundcore app (not the headphones). I sent it off and they advised they would provide a firmware upgrade which was in the works. On 6 MAY I received notice from them that new firmware was released. I downloaded it onto the app of my Note and wanted to test it alone and compare with the 'not-uploaded' devices...but I found that all my devices had received the uploaded firmware update. It was - is - Version 01-18. OLD version was 01.11.01.18 fixed all of the LDAC issues except I heard a few - very few- pauses on the Fiio M15..it has two LDAC settings: 1) LDAC - Quality priority mode and 2) LDAC - Normal mode. The Normal mode was fine but the noises were on the Priority mode. I decided to give it some time ..and at this point the LDAC Quality mode appears to be - sound - fine.So, my review is less about the actual sound properties of the phones..with which I am very happy .. and more about the support I received from Soundcore/Anker. They went way beyond the call of duty in supporting me in timely fashion. There were 12 hour differences in our comms presuming time difference US to China. But they got the problem solved..and made me a happy owner confident that if any other issues arise on this - or any of their other products - that I will be supported. It appears that I am not alone in this opinion. Thanks to Soundcore.",5.0 out of 5 stars,Color: Blue
176,Rachel,"As a med student, I was so excited to get these headphones without investing a ton of money. I absolutely love the rose color, the case they come with and how easy they are to use. They're lightweight so they don't weigh down my backpack, but as a full headset they do take up a fair bit of room so keep that in mind if you're planning to travel or pack them out to work/school every day. My only complaint is the inequality in noise cancelling between the R and L earpiece. My left ear piece has perfect noise cancelling quality, but the R earpiece will only cancel noises if it is directly perpendicular with the noise source. This gets annoying when I turn my head between my computer and iPad, and when I unconsciously cock my head to one side as I write. Overall, it's a great product and I still would buy them again for a first time set of noise cancelling headphones. I have always been aware that I'm really noise sensitive, and these headphones have really highlighted that since I bought them because I get such a sense of relief from wearing them - even with the disparity in noise cancellation between the ear pieces. Overall, 7/10 - I really recommend them!",3.0 out of 5 stars,Color: Pink
177,Wordimont,"I've been using these regularly for about 11 months now. Here's my take.Pros:- Comfortable. I can wear them for hours without any issues.- Decent sound quality, but only if you take the time to tune the equalizer.- Decent noise cancellation.- Great battery life.Cons:- The microphone isn't good enough. People will probably understand you, but the quality falls short. I'm too embarrassed to use them in a meeting with this level of quality.- The audio quality is not great unless you take the time to tune the equalizer. This shouldn't be necessary.- The wear detection is worse than useless. The headphones will randomly stop playback when I'm wearing the headphones. And when I take them off, it won't stop. Worthless. I had to disable the feature.- The power button drives me crazy. You have to press it for a long time (5 seconds) to turn it on or off. And, if you accidentally turn it off (because you didn't realize they were already on, or because they timed out and turned themselves off automatically), you can't turn them back on right away. There's a delay before you can turn them back on again. It drives me crazy. To the designers: A one-second delay is plenty to protect against accidental bumps, and there should not be a delay before I can turn them back on again.- These turn off automatically way too soon. If I put them down for what seems like a short time, when I come back they're off again. And it's not always obvious they're off, so sometimes I accidentally turn them off rather than on, which is frustrating because of the long power button delay mentioned above. The battery life is so good on these that there's no reason for them to turn off so aggressively.- You can't use them while charging. Sometimes, the battery runs low or runs out while I'm using them. It'd be great if I could plug them in while I'm still using them. They just stop working once I plug in the power cord.It's really too bad because I think the power button and auto power feature would be super easy to fix with a firmware update. Or why not make it configurable?",2.0 out of 5 stars,Color: Black
178,marissa sanches,I like these. I had to strech them out a bit because the compression was too much for me. Once I stretched them out they became super comfortable.  Easy pairing with computer. I haven't really assessed nc but great for office use.,5.0 out of 5 stars,Color: Blue
179,Tony H.,I have a lot of Anker products because they always work well. I use these exclusively for music and sometimes gaming. This is my first pair of noise canceling headphones so I may have expected more than I should. NC does work. It definitely reduces the sound from the home theater and even lessens the dogs barking. I would definitely recommend them as a low cost alternative to the $300+ models.,4.0 out of 5 stars,Color: Blue
180,Allred723,"Ive only had them a week but set up was simple, they are comfortable and pretty easy to use. I do wish the noise canceling was a little better but im still happy with the purchase so far. Ill update if anything changes.",4.0 out of 5 stars,Color: Blue
181,THeath,"My best headphones for quality are my Audio Technica ATH-M50x, but I love these Soundcore Q35s. I do like the tap on the right side to switch modes but if you lean your head against your arm it will unintentionally changes modes too. Noise canceling is decent. I’ve tested it on a plane and with a large shop fan running a few feet away. It won’t cancel everything but nothing really does so that’s relative. It does dramatically reduce all external sounds from muddying the sound of what you’re trying to listen to. I wish volume and eq were better but I’m sure that’s why it’s priced like it is. If you need the top of the line and can afford it I bet Bose are your thing.",5.0 out of 5 stars,Color: Black
